date,ic,rank_ic
2025-12-22,-0.3720495466541563,-0.4631578947368421
2025-12-23,-0.28178108591816087,-0.3082706766917293
2025-12-24,-0.19566318302068994,-0.23609022556390977
2025-12-25,-0.18129133626820715,-0.2827067669172932
2025-12-26,-0.2635729769036409,-0.3699248120300751
2025-12-29,-0.1903438615317316,-0.4586466165413533
2025-12-30,-0.19635653554759952,-0.42556390977443603
2025-12-31,-0.208820837876487,-0.4616541353383458
2026-01-05,-0.2134210561155443,-0.512781954887218
2026-01-06,-0.22744814018072082,-0.3714285714285714
2026-01-07,-0.22778815388175733,-0.3669172932330827
2026-01-08,-0.2438036241810176,-0.40451127819548865
2026-01-09,-0.30045705446675114,-0.45563909774436084
2026-01-12,-0.3838628584825698,-0.5353383458646617
2026-01-13,-0.3984294646257155,-0.4466165413533834
2026-01-14,-0.4345060651023883,-0.524812030075188
2026-01-15,-0.3632382452562276,-0.4360902255639097
2026-01-16,-0.3355755881285082,-0.46917293233082696
2026-01-19,-0.17182585580341317,-0.37744360902255636
2026-01-20,-0.14701233924138626,-0.28120300751879695
2026-01-21,-0.08208056996098471,-0.2300751879699248
2026-01-22,-0.08447007089650319,-0.22255639097744356
2026-01-23,-0.06825881407101103,-0.17593984962406017
2026-01-26,-0.21715457622661016,-0.18496240601503755
2026-01-27,-0.2113451816014191,-0.2270676691729323
2026-01-28,-0.21930457388352467,-0.29172932330827067
2026-01-29,-0.21220490622132546,-0.27669172932330827
2026-01-30,-0.17640065521449239,-0.2045112781954887
2026-02-02,-0.13869012099973635,-0.07669172932330826
2026-02-03,-0.14019069441358864,-0.13834586466165413
2026-02-04,-0.13489158165360268,-0.15789473684210525
2026-02-05,-0.11162249280512955,-0.12481203007518797
2026-02-06,-0.11055491367927357,-0.11729323308270674
2026-02-09,-0.09057348988449469,-0.006015037593984962
2026-02-10,-0.08322467077441235,-0.013533834586466165
2026-02-11,-0.06591504390353263,0.03909774436090225
2026-02-12,-0.060393633700303005,0.03458646616541353
2026-02-13,-0.06175479606510066,0.11278195488721804
2026-02-24,-0.09925325711022469,0.10526315789473684
2026-02-25,-0.09474007012611627,0.037593984962406006
2026-02-26,-0.2406543468295231,-0.030075187969924807
2026-02-27,-0.274861803231644,-0.03909774436090225
2026-03-02,-0.3067494945064855,-0.11578947368421053
2026-03-03,-0.09125130964310947,0.022556390977443608
2026-03-04,-0.02042504854826934,0.060150375939849614
2026-03-05,0.06766010089872211,0.12781954887218044
2026-03-06,0.009426626554415186,0.051127819548872175
2026-03-09,-0.005034161449994299,0.02706766917293233
2026-03-10,-0.016569673855688607,-0.12932330827067667
2026-03-11,0.18324975638434335,0.13383458646616542
2026-03-12,0.11022157661421489,0.16541353383458643
2026-03-13,0.16724467076519303,0.18796992481203004
2026-03-16,0.08877944771867688,0.03157894736842105
2026-03-17,0.08244027338688932,0.12932330827067667
2026-03-18,0.1481887365948939,0.2571428571428572
2026-03-19,0.1948229777775101,0.3488721804511278
2026-03-20,0.18318077609007902,0.38796992481203
2026-03-23,0.18697397018283637,0.3488721804511278
2026-03-24,0.17061446194381322,0.2781954887218045
2026-03-25,0.13372426803817178,0.20902255639097742
2026-03-26,0.11328602159006566,0.19548872180451127
2026-03-27,-0.010875030495836113,0.06616541353383458
2026-03-30,0.07287749995960865,0.1263157894736842
2026-03-31,0.0016180965787866634,0.07518796992481201
2026-04-01,-0.004880771308820545,0.0631578947368421
2026-04-02,-0.011552970422608746,0.06766917293233082
2026-04-03,0.0037103440013905686,0.13082706766917293
2026-04-07,-0.03910488981528174,0.03157894736842105
2026-04-08,-0.054943265243897366,0.02857142857142857
2026-04-09,-0.0364303262214546,0.0706766917293233
2026-04-10,-0.04584624700270057,0.037593984962406006
2026-04-13,-0.11787322865236345,-0.06466165413533834
2026-04-14,-0.10756450384621949,-0.0631578947368421
2026-04-15,-0.09002306588939564,-0.015037593984962403
2026-04-16,-0.05740306162827654,0.022556390977443608
2026-04-17,-0.08982717902826826,0.013533834586466165
2026-04-20,-0.08647655050323724,0.003007518796992481
2026-04-21,-0.15334158130398973,-0.11879699248120301
2026-04-22,-0.15705390501950878,-0.08571428571428572
2026-04-23,-0.1644058674053522,-0.08571428571428572
2026-04-24,-0.1579866819878635,-0.04060150375939849
2026-04-27,-0.1350523509119441,-0.03308270676691729
2026-04-28,-0.2513950690159588,-0.1413533834586466
2026-04-29,-0.04974839851247207,-0.06616541353383458
2026-04-30,-0.05994700914659764,-0.07518796992481201
2026-05-06,0.13233484719825545,0.045112781954887216
2026-05-07,0.011892756999319364,-0.10225563909774435
2026-05-08,0.003576208332026907,-0.11127819548872178
2026-05-11,-0.044383946703729235,-0.1609022556390977
2026-05-12,-0.2114869870643633,-0.3714285714285714
2026-05-13,-0.19985534258502566,-0.35187969924812035
2026-05-14,-0.007090575910018437,-0.19849624060150375
2026-05-15,0.06680838300792251,-0.06616541353383458
2026-05-18,0.06606729665450246,-0.03458646616541353
2026-05-19,-0.04127829746189907,-0.16541353383458643
2026-05-20,-0.04067805079095374,-0.12481203007518797
2026-05-21,-0.06044312871367685,-0.18646616541353384
2026-05-22,-0.051116194656261,-0.15939849624060148
2026-05-25,-0.10269476841330764,-0.21353383458646616
2026-05-26,-0.06578380834040383,-0.17142857142857143
2026-05-27,-0.04467797762286948,-0.13383458646616542
2026-05-28,-0.039380987172138636,-0.07295976446761925
2026-05-29,-0.04052701768687977,-0.051899213899646676
2026-06-01,0.01038406335013839,0.04212110113594513
2026-06-02,0.0593569584456661,0.09853329015730022
2026-06-03,-0.01846549551114978,0.060925164143063495
2026-06-04,-0.020951488624612952,0.04738623877793827
2026-06-05,-0.0349745183781563,0.024069200649111503
2026-06-08,-0.015323964960416332,0.051147051379361944
2026-06-09,-0.08816844543637227,-0.02331703812882677
2026-06-10,-0.08001171197038655,0.011282437804271017
2026-06-11,-0.13126216647290717,-0.0940203150355918
2026-06-12,-0.19591419267540866,-0.13012411600925908
2026-06-15,-0.1701603674079199,-0.11428571428571428
2026-06-16,-0.016527056672576014,0.05864661654135337
2026-06-17,-0.04127521177959726,-0.012030075187969924
2026-06-18,-0.031127762815624772,-0.02857142857142857
2026-06-22,0.06639810604080074,0.11428571428571428
2026-06-23,0.14180079496181805,0.13984962406015036
2026-06-24,0.10700753421888325,0.07218045112781954
2026-06-25,0.20443632765948005,0.12481203007518797
2026-06-26,0.22514738586233374,0.18796992481203004
2026-06-29,0.24506313521804757,0.20902255639097742
2026-06-30,0.18329165080378973,0.14887218045112782
2026-07-01,0.19364499476671587,0.1639097744360902
2026-07-02,0.17015445710338373,0.10526315789473684
2026-07-03,0.14748705897115127,0.007518796992481202
2026-07-06,0.16100166819425074,0.09172932330827067
2026-07-07,0.16467950989367128,0.09774436090225563
2026-07-08,0.11397109083401762,0.04962406015037594
2026-07-09,0.02025534278180728,-0.045112781954887216
2026-07-10,0.01993191294601997,-0.05714285714285714
2026-07-13,0.03678337346833026,-0.03458646616541353
2026-07-14,0.06439082558301026,-0.045112781954887216
2026-07-15,-0.011054874145515972,-0.14285714285714285
2026-07-16,0.0629034956301654,-0.022556390977443608
2026-07-17,0.025776886291734642,-0.06616541353383458
2026-07-20,-0.06349884517862393,-0.15789473684210525
2026-07-21,-0.10961808709447496,-0.19999999999999998
2026-07-22,-0.04874747878519054,-0.13834586466165413
2026-07-23,-0.30092884528825753,-0.27518796992481204
2026-07-24,-0.3016031533179924,-0.27518796992481204
2026-07-27,-0.30858835996373984,-0.27518796992481204
2026-07-28,-0.22101678360721702,-0.23609022556390977
2026-07-29,-0.2732814543959474,-0.2706766917293233
2026-07-30,-0.348171251181419,-0.35187969924812035
2026-07-31,-0.2351050334738117,-0.22105263157894736
2026-08-03,-0.3382217722408176,-0.26315789473684204
2026-08-04,-0.3571911630126496,-0.2601503759398496
2026-08-05,-0.4806268415626224,-0.41804511278195483
2026-08-06,-0.4957688745169772,-0.4330827067669173
2026-08-07,-0.4966192239828988,-0.4466165413533834
2026-08-10,-0.3791171202953166,-0.312781954887218
2026-08-11,-0.36804951098623284,-0.29624060150375936
2026-08-12,-0.3408358089197561,-0.30225563909774433
2026-08-13,-0.35282182794832645,-0.35639097744360904
2026-08-14,-0.36947820889645644,-0.3759398496240601
2026-08-17,-0.3123427181153096,-0.3037593984962406
2026-08-18,-0.2595858985826363,-0.2526315789473684
2026-08-19,-0.1422791425515267,-0.11879699248120301
2026-08-20,-0.14331800452825777,-0.11879699248120301
2026-08-21,-0.15549046951849418,-0.13684210526315788
2026-08-24,-0.10139657786344569,-0.10375939849624059
2026-08-25,0.13548847827628396,0.07218045112781954
2026-08-26,0.29287694804348013,0.20601503759398496
2026-08-27,0.4293381885588502,0.3301993464049985
2026-08-28,0.367670245327847,0.21737496836228826
2026-08-31,0.33114693114710536,0.2264009186057051
2026-09-01,0.3934327209860586,0.35050773445268624
2026-09-02,0.43864897047082685,0.43399777420429186
2026-09-03,0.5375507069197657,0.5784129780989609
2026-09-04,0.5795521219430739,0.6551335551680038
2026-09-07,,
