date,T1_equity,T2_equity,T1_pos,T2_pos
2024-04-24,1.12873764792364,1.1170672558774613,0.0,0.0
2024-04-25,1.12873764792364,1.1170672558774613,0.0,0.0
2024-04-26,1.12873764792364,1.1170672558774613,0.0,0.0
2024-04-29,1.0832308282417147,1.0855418391470837,-0.7,-0.48999999999999994
2024-04-30,1.1029278994720455,1.105964824308949,-0.48999999999999994,-0.48999999999999994
2024-05-06,1.0983212333688221,1.1013454736968735,-0.48999999999999994,-0.48999999999999994
2024-05-07,1.0911391505705474,1.0941436149498345,-0.48999999999999994,-0.48999999999999994
2024-05-08,1.0998232387179767,1.102851614835278,-0.48999999999999994,-0.48999999999999994
2024-05-09,1.0982064985570614,1.1012304229614702,0.0,0.0
2024-05-10,1.0982064985570614,1.1012304229614702,0.0,0.0
2024-05-13,1.0982064985570614,1.1012304229614702,0.0,0.0
2024-05-14,1.0982064985570614,1.1012304229614702,0.0,0.0
2024-05-15,1.0982064985570614,1.1012304229614702,0.0,0.0
2024-05-16,1.1018166125215898,1.1048504774169121,0.48999999999999994,0.48999999999999994
2024-05-17,1.1145351783228608,1.1176040639374796,0.48999999999999994,0.48999999999999994
2024-05-20,1.112226535703601,1.1152890644438374,0.48999999999999994,0.48999999999999994
2024-05-21,1.1158255328898872,1.1188979715108585,0.48999999999999994,0.48999999999999994
2024-05-22,1.1142882662232065,1.117356471962479,0.48999999999999994,0.48999999999999994
2024-05-23,1.1130053685482786,1.1160700418138378,0.48999999999999994,0.48999999999999994
2024-05-24,1.1204551124423299,1.123540298664603,0.48999999999999994,0.48999999999999994
2024-05-27,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-05-28,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-05-29,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-05-30,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-05-31,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-03,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-04,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-05,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-06,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-07,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-11,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-12,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-13,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-14,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-17,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-18,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-19,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-20,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-21,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-24,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-25,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-26,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-27,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-06-28,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-01,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-02,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-03,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-04,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-05,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-08,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-09,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-10,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-11,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-12,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-15,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-16,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-17,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-18,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-19,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-22,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-23,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-24,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-25,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-26,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-29,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-30,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-07-31,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-08-01,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-08-02,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-08-05,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-08-06,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-08-07,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-08-08,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-08-09,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-08-12,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-08-13,1.1188080434270398,1.1218886944255662,0.0,0.0
2024-08-14,1.1477430348254893,1.1218886944255662,-0.6,0.0
2024-08-15,1.1575875292018005,1.1218886944255662,-0.6,0.0
2024-08-16,1.1555038716492372,1.1218886944255662,0.0,0.0
2024-08-19,1.1555038716492372,1.1218886944255662,0.0,0.0
2024-08-20,1.1555038716492372,1.1218886944255662,0.0,0.0
2024-08-21,1.1555038716492372,1.1218886944255662,0.0,0.0
2024-08-22,1.1555038716492372,1.1218886944255662,0.0,0.0
2024-08-23,1.1555038716492372,1.1218886944255662,0.0,0.0
2024-08-26,1.1555038716492372,1.1218886944255662,0.0,0.0
2024-08-27,1.1555038716492372,1.1218886944255662,0.0,0.0
2024-08-28,1.1555038716492372,1.1218886944255662,0.0,0.0
2024-08-29,1.1555038716492372,1.1218886944255662,0.0,0.0
2024-08-30,1.1555038716492372,1.1218886944255662,0.0,0.0
2024-09-02,1.2062244870951537,1.1218886944255662,-1.0,0.0
2024-09-03,1.2110365528681397,1.1218886944255662,-1.0,0.0
2024-09-04,1.2074034432095353,1.1218886944255662,0.0,0.0
2024-09-05,1.2332825611406752,1.1218886944255662,-0.6,0.0
2024-09-06,1.2285760411193611,1.1218886944255662,-0.6,0.0
2024-09-09,1.2263646042453462,1.1218886944255662,0.0,0.0
2024-09-10,1.2263646042453462,1.1218886944255662,0.0,0.0
2024-09-11,1.329769322029917,1.1218886944255662,1.0,0.0
2024-09-12,1.3043435223735131,1.1218886944255662,1.0,0.0
2024-09-13,1.3004304918063927,1.1218886944255662,0.0,0.0
2024-09-18,1.3004304918063927,1.1218886944255662,0.0,0.0
2024-09-19,1.3004304918063927,1.1218886944255662,0.0,0.0
2024-09-20,1.3004304918063927,1.1218886944255662,0.0,0.0
2024-09-23,1.3004304918063927,1.1218886944255662,0.0,0.0
2024-09-24,1.318417087334147,1.1218886944255662,0.6,0.0
2024-09-25,1.3127520139120081,1.1218886944255662,0.6,0.0
2024-09-26,1.3103890602869666,1.1218886944255662,0.0,0.0
2024-09-27,1.3103890602869666,1.1218886944255662,0.0,0.0
2024-09-30,1.3541393663849035,1.1218886944255662,1.0,0.0
2024-10-08,1.301501974086556,1.1218886944255662,1.0,0.0
2024-10-09,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-10,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-11,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-14,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-15,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-16,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-17,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-18,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-21,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-22,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-23,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-24,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-25,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-28,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-29,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-30,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-10-31,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-11-01,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-11-04,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-11-05,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-11-06,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-11-07,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-11-08,1.2975974681642963,1.1218886944255662,0.0,0.0
2024-11-11,1.370983059007808,1.1218886944255662,1.0,0.0
2024-11-12,1.3743702932487167,1.1218886944255662,1.0,0.0
2024-11-13,1.4649788091930254,1.1218886944255662,1.0,0.0
2024-11-14,1.3718298675680354,1.1218886944255662,1.0,0.0
2024-11-15,1.3677143779653314,1.1218886944255662,0.0,0.0
2024-11-18,1.3854325150991003,1.1218886944255662,0.42,0.0
2024-11-19,1.3976523892903387,1.1218886944255662,0.42,0.0
2024-11-20,1.3974049718419697,1.1218886944255662,0.6,0.0
2024-11-21,1.394889642892654,1.1218886944255662,0.0,0.0
2024-11-22,1.394889642892654,1.1218886944255662,0.0,0.0
2024-11-25,1.394889642892654,1.1218886944255662,0.0,0.0
2024-11-26,1.394889642892654,1.1218886944255662,0.0,0.0
2024-11-27,1.394889642892654,1.1218886944255662,0.0,0.0
2024-11-28,1.394889642892654,1.1218886944255662,0.0,0.0
2024-11-29,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-02,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-03,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-04,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-05,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-06,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-09,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-10,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-11,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-12,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-13,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-16,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-17,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-18,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-19,1.394889642892654,1.1218886944255662,0.0,0.0
2024-12-20,1.4654312048332252,1.1218886944255662,1.0,0.0
2024-12-23,1.4522596351955357,1.1218886944255662,1.0,0.0
2024-12-24,1.4479028562899492,1.1218886944255662,0.0,0.0
2024-12-25,1.4479028562899492,1.1218886944255662,0.0,0.0
2024-12-26,1.4479028562899492,1.1218886944255662,0.0,0.0
2024-12-27,1.4479028562899492,1.1218886944255662,0.0,0.0
2024-12-30,1.4659647346658642,1.1218886944255662,0.6,0.0
2024-12-31,1.4522634299445234,1.1218886944255662,0.6,0.0
2025-01-02,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-03,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-06,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-07,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-08,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-09,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-10,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-13,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-14,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-15,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-16,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-17,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-20,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-21,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-22,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-23,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-24,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-01-27,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-05,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-06,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-07,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-10,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-11,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-12,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-13,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-14,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-17,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-18,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-19,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-20,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-21,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-24,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-25,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-26,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-27,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-02-28,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-03,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-04,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-05,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-06,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-07,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-10,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-11,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-12,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-13,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-14,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-17,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-18,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-19,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-20,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-21,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-24,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-25,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-26,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-27,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-28,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-03-31,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-01,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-02,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-03,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-07,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-08,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-09,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-10,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-11,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-14,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-15,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-16,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-17,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-18,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-21,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-22,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-23,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-24,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-25,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-28,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-29,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-04-30,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-05-06,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-05-07,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-05-08,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-05-09,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-05-12,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-05-13,1.4496493557706231,1.1218886944255662,0.0,0.0
2025-05-14,1.4496493557706231,1.0833863688205776,0.0,-1.0
2025-05-15,1.4496493557706231,1.1013320325985871,0.0,-1.0
2025-05-16,1.4977518503949496,1.1411806027113245,-1.0,-1.0
2025-05-19,1.4932585948437647,1.1377570609031906,0.0,0.0
2025-05-20,1.4932585948437647,1.1377570609031906,0.0,0.0
2025-05-21,1.4932585948437647,1.1377570609031906,0.0,0.0
2025-05-22,1.4932585948437647,1.1377570609031906,0.0,0.0
2025-05-23,1.4932585948437647,1.1377570609031906,0.0,0.0
2025-05-26,1.4932585948437647,1.1377570609031906,0.0,0.0
2025-05-27,1.4932585948437647,1.1377570609031906,0.0,0.0
2025-05-28,1.4932585948437647,1.1377570609031906,0.0,0.0
2025-05-29,1.451187678546439,1.105702008790159,1.0,1.0
2025-05-30,1.4743632887712719,1.1233601788252041,1.0,1.0
2025-06-03,1.4778149754005023,1.1259901190431896,1.0,1.0
2025-06-04,1.5059215665242354,1.1474053465324994,1.0,1.0
2025-06-05,1.4817597601196224,1.1289957650066014,1.0,1.0
2025-06-06,1.4901424276477535,1.1353827626788517,1.0,1.0
2025-06-09,1.4965527028163241,1.140266937369396,1.0,1.0
2025-06-10,1.498031997085994,1.1413940546056756,1.0,1.0
2025-06-11,1.5221938034906068,1.1598036361315736,1.0,1.0
2025-06-12,1.4911286238275332,1.1361341741697046,1.0,1.0
2025-06-13,1.4743632887712712,1.123360178825204,1.0,1.0
2025-06-16,1.4738701906813811,1.1229844730797776,1.0,1.0
2025-06-17,1.4758425830409414,1.1244872960614836,1.0,1.0
2025-06-18,1.4763356811308315,1.1248630018069101,1.0,1.0
2025-06-19,1.4807735639398418,1.1282443535157485,1.0,1.0
2025-06-20,1.4521738747262185,1.1064534202810121,1.0,1.0
2025-06-23,1.457597953715009,1.1105861834807034,1.0,1.0
2025-06-24,1.4965527028163235,1.1402669373693959,1.0,1.0
2025-06-25,1.500990585625334,1.1436482890782342,1.0,1.0
2025-06-26,1.5103399226488854,1.1507718202938186,0.7,0.7
2025-06-27,1.5531856876252979,1.1743486088071555,1.0,0.7
2025-06-30,1.5276673129786895,1.160842672200337,1.0,0.7
2025-07-01,1.5352238435233216,1.1676294812700596,0.7,0.7
2025-07-02,1.5554228701998154,1.1829920481947025,0.7,0.7
2025-07-03,1.5574656394477329,1.1845456962880165,0.7,0.7
2025-07-04,1.5438548286161047,1.1741938612393072,0.7,0.7
2025-07-07,1.5503444838691371,1.1791296318949593,0.7,0.7
2025-07-08,1.554094924499295,1.1819820661285727,0.7,0.7
2025-07-09,1.5629504434804744,1.1887172175385727,0.7,0.7
2025-07-10,1.559212953289543,1.185874632887937,0.7,0.7
2025-07-11,1.56091355950223,1.1871680455445615,0.7,0.7
2025-07-14,1.5983094350721343,1.215609843773227,0.7,0.7
2025-07-15,1.5949529852584827,1.2130570631013033,0.0,0.0
2025-07-16,1.5949529852584827,1.2130570631013033,0.0,0.0
2025-07-17,1.6271483671533256,1.2130570631013033,1.0,0.0
2025-07-18,1.6750338399948008,1.2130570631013033,1.0,0.0
2025-07-21,1.7066382520701744,1.2130570631013033,1.0,0.0
2025-07-22,1.7449466303433543,1.2130570631013033,1.0,0.0
2025-07-23,1.8182765280338757,1.2130570631013033,-1.0,0.0
2025-07-24,1.6269617593015713,1.2130570631013033,-1.0,0.0
2025-07-25,1.6756970296160743,1.2130570631013033,0.7,0.0
2025-07-28,1.6200372086054986,1.2130570631013033,0.35,0.0
2025-07-29,1.6183361695364629,1.2130570631013033,0.0,0.0
2025-07-30,1.6183361695364629,1.2130570631013033,0.0,0.0
2025-07-31,1.6284845126759746,1.2130570631013033,-0.21,0.0
2025-08-01,1.6252790598566476,1.2130570631013033,-0.21,0.0
2025-08-04,1.6242551340489377,1.2130570631013033,0.0,0.0
2025-08-05,1.6242551340489377,1.2130570631013033,0.0,0.0
2025-08-06,1.6321815374110005,1.2130570631013033,0.21,0.0
2025-08-07,1.62878282296105,1.1954396656643773,-0.03499999999999999,-0.35
2025-08-08,1.625108487159875,1.1684720018372874,-0.03499999999999999,-0.35
2025-08-11,1.6221226459425622,1.1470034544022831,-0.03499999999999999,-0.35
2025-08-12,1.6210572518096715,1.1413687645311907,-0.03499999999999999,-0.24499999999999997
2025-08-13,1.6192833609972817,1.1326259240554253,-0.03499999999999999,-0.24499999999999997
2025-08-14,1.6191501649511362,1.1319737657677789,-0.03499999999999999,-0.24499999999999997
2025-08-15,1.6106892226841354,1.1267717292357629,-0.24499999999999997,-0.24499999999999997
2025-08-18,1.6081564741201295,1.1193381477355226,-0.03499999999999999,-0.24499999999999997
2025-08-19,1.6092286985734032,1.1245623110987213,-0.03499999999999999,-0.24499999999999997
2025-08-20,1.6377596910314236,1.1452088332188703,-0.24499999999999997,-0.24499999999999997
2025-08-21,1.6289398960047652,1.1390415626314816,-0.24499999999999997,-0.24499999999999997
2025-08-22,1.654604765216479,1.1518550920516109,-0.35,-0.24499999999999997
2025-08-25,1.6467066677893234,1.1480063030530736,-0.7,-0.48999999999999994
2025-08-26,1.649328590739259,1.1505574281709692,-0.48999999999999994,-0.48999999999999994
2025-08-27,1.6509649785083549,1.1516989581933508,-0.48999999999999994,-0.48999999999999994
2025-08-28,1.6583509846511109,1.1568513725028944,-0.48999999999999994,-0.48999999999999994
2025-08-29,1.6683341981548205,1.1660714187223225,-0.48999999999999994,-0.7
2025-09-01,1.6854930953625855,1.1832044193550137,-0.48999999999999994,-0.7
2025-09-02,1.7303383918095983,1.2154309240536985,-0.7,-0.7
2025-09-03,1.7403986106716127,1.2128785191131857,-0.6,0.0
2025-09-04,1.7372658931724039,1.2128785191131857,0.0,0.0
2025-09-05,1.7372658931724039,1.2128785191131857,0.0,0.0
2025-09-08,1.7247745630539575,1.2041576514352108,-0.7,-0.7
2025-09-09,1.745155403183555,1.225568475986131,-0.48999999999999994,-0.7
2025-09-10,1.7805869174915945,1.2512230369512178,-0.7,-0.7
2025-09-11,1.7756520329351981,1.2477552807967716,-0.7,-0.7
2025-09-12,1.7728510043762016,1.2457869907763597,-0.7,-0.7
2025-09-15,1.7463429455136907,1.2271597091829638,-0.7,-0.7
2025-09-16,1.7379332037562638,1.2212501618767717,-0.7,-0.7
2025-09-17,1.7302861076697713,1.2158765276580736,-0.7,-0.7
2025-09-18,1.7427862734666253,1.2246604265270864,-0.7,-0.7
2025-09-19,1.7247079745815983,1.211956759094945,-0.7,-0.7
2025-09-22,1.7297917402243816,1.2181509134342892,-0.48999999999999994,-0.7
2025-09-23,1.7247438535806188,1.2153635346075804,-0.7,-0.7
2025-09-24,1.732606451768482,1.2243723384345657,-0.48999999999999994,-0.7
2025-09-25,1.7122108970963485,1.210730868363094,-0.7,-0.7
2025-09-26,1.7242767298107236,1.224009008086363,-0.48999999999999994,-0.7
2025-09-29,1.7122200418097417,1.2117823538892325,-0.48999999999999994,-0.7
2025-09-30,1.7249319784837835,1.2246345909759364,-0.48999999999999994,-0.7
2025-10-09,1.7186625141773713,1.2182759113689459,-0.48999999999999994,-0.7
2025-10-10,1.725552162107125,1.2252526755191362,-0.48999999999999994,-0.7
2025-10-13,1.7230156004288275,1.222679644900546,0.0,0.0
2025-10-14,1.7230156004288275,1.222679644900546,0.0,0.0
2025-10-15,1.7230156004288275,1.222679644900546,0.0,0.0
2025-10-16,1.7230156004288275,1.222679644900546,0.0,0.0
2025-10-17,1.7230156004288275,1.222679644900546,0.0,0.0
2025-10-20,1.7230156004288275,1.222679644900546,0.0,0.0
2025-10-21,1.7230156004288275,1.222679644900546,0.0,0.0
2025-10-22,1.7230156004288275,1.222679644900546,0.0,0.0
2025-10-23,1.7230156004288275,1.222679644900546,0.0,0.0
2025-10-24,1.7230156004288275,1.222679644900546,0.0,0.0
